hostname,record_type,resolved_ip,ttl_remaining_sec,authoritative_server
auth-node-700.apexledger.example,A,10.8.63.219,86400,1.0.0.1
worker-job-900.apexledger.example,A,10.14.53.120,7200,1.1.1.1
db-shard-243.apexledger.example,A,10.13.175.51,7200,1.1.1.1
service-676.apexledger.example,A,10.15.8.73,3600,10.0.0.1
worker-job-701.apexledger.example,A,10.15.248.101,7200,1.0.0.1
portal-web-700.apexledger.example,A,10.1.146.171,3600,1.0.0.1
srv-db-590.apexledger.example,A,10.6.78.35,7200,1.1.1.1
api-gw-241.apexledger.example,A,10.10.231.223,600,10.0.0.1
worker-job-994.apexledger.example,A,10.3.79.71,86400,1.0.0.1
vault-sec-064.apexledger.example,A,10.4.201.22,86400,1.0.0.1
billing-srv-747.apexledger.example,A,10.11.163.157,86400,1.0.0.1
portal-web-389.apexledger.example,A,10.8.157.179,1800,10.0.0.1
stream-ws-575.apexledger.example,A,10.6.103.79,86400,10.0.0.1
internal-svc-322.apexledger.example,A,10.14.237.66,300,1.1.1.1
db-shard-747.apexledger.example,A,10.8.38.181,300,10.0.0.1
internal-svc-544.apexledger.example,A,10.1.199.93,3600,1.1.1.1
db-shard-681.apexledger.example,A,10.5.254.212,1800,1.0.0.1
internal-svc-243.apexledger.example,A,10.15.130.167,600,10.0.0.1
worker-job-918.apexledger.example,A,10.11.14.190,3600,10.0.0.1
metrics-agent-058.apexledger.example,A,10.5.220.152,7200,1.1.1.1
srv-db-675.apexledger.example,A,10.6.139.56,3600,1.1.1.1
worker-job-429.apexledger.example,A,10.3.180.194,600,1.1.1.1
service-670.apexledger.example,A,10.14.46.58,3600,10.0.0.1
vault-sec-199.apexledger.example,A,10.7.164.144,7200,1.1.1.1
metrics-agent-678.apexledger.example,A,10.14.110.5,86400,10.0.0.1
worker-job-042.apexledger.example,A,10.6.45.107,600,1.0.0.1
srv-db-228.apexledger.example,A,10.1.88.122,86400,1.1.1.1
srv-node-647.apexledger.example,A,10.4.44.60,86400,1.0.0.1
stream-ws-969.apexledger.example,A,10.12.148.104,86400,1.1.1.1
worker-job-092.apexledger.example,A,10.6.249.43,3600,1.1.1.1
service-319.apexledger.example,A,10.7.191.227,600,1.1.1.1
db-shard-197.apexledger.example,A,10.6.46.52,600,1.1.1.1
srv-app-936.apexledger.example,A,10.8.74.229,86400,1.0.0.1
service-519.apexledger.example,A,10.2.168.55,3600,10.0.0.1
metrics-agent-838.apexledger.example,A,10.7.101.157,7200,10.0.0.1
kafka-broker-448.apexledger.example,A,10.13.2.234,300,10.0.0.1
internal-svc-551.apexledger.example,A,10.4.130.193,3600,10.0.0.1
billing-srv-537.apexledger.example,A,10.3.15.225,1800,10.0.0.1
billing-srv-954.apexledger.example,A,10.8.131.5,7200,1.0.0.1
service-323.apexledger.example,A,10.6.70.195,3600,1.1.1.1
stream-ws-785.apexledger.example,A,10.5.251.185,7200,10.0.0.1
portal-web-408.apexledger.example,A,10.12.169.142,300,10.0.0.1
srv-db-782.apexledger.example,A,10.9.238.106,7200,1.1.1.1
auth-node-736.apexledger.example,A,10.1.95.140,3600,1.1.1.1
metrics-agent-437.apexledger.example,A,10.1.239.56,7200,1.0.0.1
stream-ws-698.apexledger.example,A,10.9.247.70,600,1.0.0.1
vault-sec-619.apexledger.example,A,10.12.141.72,600,10.0.0.1
billing-srv-177.apexledger.example,A,10.3.185.26,1800,10.0.0.1
srv-db-117.apexledger.example,A,10.14.35.154,86400,1.1.1.1
vault-sec-159.apexledger.example,A,10.2.216.53,1800,1.0.0.1
metrics-agent-574.apexledger.example,A,10.10.74.199,300,1.1.1.1
portal-web-323.apexledger.example,A,10.3.42.98,600,1.1.1.1
metrics-agent-972.apexledger.example,A,10.2.126.183,3600,10.0.0.1
db-shard-612.apexledger.example,A,10.11.153.44,300,1.0.0.1
kafka-broker-624.apexledger.example,A,10.0.0.68,1800,1.1.1.1
portal-web-533.apexledger.example,A,10.0.38.20,600,1.0.0.1
srv-db-809.apexledger.example,A,10.15.181.30,1800,1.1.1.1
metrics-agent-892.apexledger.example,A,10.3.44.49,3600,10.0.0.1
vault-sec-217.apexledger.example,A,10.14.40.235,1800,10.0.0.1
srv-app-752.apexledger.example,A,10.10.122.9,600,10.0.0.1
portal-web-211.apexledger.example,A,10.7.139.208,1800,10.0.0.1
srv-db-543.apexledger.example,A,10.7.55.78,3600,1.0.0.1
kafka-broker-027.apexledger.example,A,10.6.169.8,600,10.0.0.1
srv-db-558.apexledger.example,A,10.1.196.130,600,1.0.0.1
worker-job-947.apexledger.example,A,10.8.242.148,300,1.1.1.1
db-shard-848.apexledger.example,A,10.4.181.13,86400,1.1.1.1
kafka-broker-058.apexledger.example,A,10.7.135.77,3600,1.0.0.1
cache-redis-643.apexledger.example,A,10.14.206.172,3600,1.1.1.1
billing-srv-360.apexledger.example,A,10.3.229.56,1800,1.1.1.1
internal-svc-390.apexledger.example,A,10.13.146.172,1800,10.0.0.1
srv-node-273.apexledger.example,A,10.1.135.233,300,10.0.0.1
worker-job-309.apexledger.example,A,10.12.239.178,86400,1.0.0.1
stream-ws-945.apexledger.example,A,10.5.150.250,86400,10.0.0.1
internal-svc-671.apexledger.example,A,10.4.142.237,1800,1.0.0.1
srv-db-811.apexledger.example,A,10.4.195.11,3600,10.0.0.1
db-shard-336.apexledger.example,A,10.9.106.58,3600,1.0.0.1
auth-node-478.apexledger.example,A,10.7.119.233,3600,10.0.0.1
auth-node-702.apexledger.example,A,10.2.25.202,300,1.0.0.1
billing-srv-758.apexledger.example,A,10.12.81.145,600,10.0.0.1
srv-node-848.apexledger.example,A,10.2.162.103,1800,1.1.1.1
kafka-broker-391.apexledger.example,A,10.2.15.168,600,1.0.0.1
cache-redis-034.apexledger.example,A,10.0.77.252,7200,1.1.1.1
api-gw-919.apexledger.example,A,10.14.25.56,3600,1.0.0.1
service-934.apexledger.example,A,10.14.92.139,600,1.0.0.1
kafka-broker-768.apexledger.example,A,10.14.25.91,86400,1.1.1.1
internal-svc-994.apexledger.example,A,10.1.253.118,1800,10.0.0.1
billing-srv-180.apexledger.example,A,10.8.42.107,1800,1.1.1.1
metrics-agent-551.apexledger.example,A,10.7.192.225,7200,1.0.0.1
cache-redis-942.apexledger.example,A,10.3.87.181,600,1.1.1.1
kafka-broker-200.apexledger.example,A,10.14.33.51,7200,1.0.0.1
kafka-broker-877.apexledger.example,A,10.13.242.165,86400,10.0.0.1
api-gw-358.apexledger.example,A,10.9.180.186,3600,1.1.1.1
worker-job-287.apexledger.example,A,10.14.13.48,300,1.1.1.1
db-shard-838.apexledger.example,A,10.10.63.12,300,10.0.0.1
srv-app-416.apexledger.example,A,10.13.248.70,7200,1.1.1.1
internal-svc-814.apexledger.example,A,10.12.206.8,3600,1.1.1.1
api-gw-532.apexledger.example,A,10.14.104.195,300,1.0.0.1
kafka-broker-965.apexledger.example,A,10.10.44.1,7200,10.0.0.1
cache-redis-846.apexledger.example,A,10.10.95.116,3600,1.1.1.1
cache-redis-211.apexledger.example,A,10.13.236.182,300,10.0.0.1
srv-app-628.apexledger.example,A,10.9.66.115,3600,10.0.0.1
cache-redis-551.apexledger.example,A,10.3.88.227,7200,10.0.0.1
worker-job-122.apexledger.example,A,10.4.154.216,86400,1.1.1.1
srv-db-102.apexledger.example,A,10.7.169.134,7200,10.0.0.1
kafka-broker-124.apexledger.example,A,10.2.45.112,300,10.0.0.1
worker-job-468.apexledger.example,A,10.12.77.7,600,1.1.1.1
internal-svc-559.apexledger.example,A,10.1.212.63,7200,1.0.0.1
db-shard-617.apexledger.example,A,10.2.88.97,86400,1.1.1.1
metrics-agent-827.apexledger.example,A,10.15.170.92,300,1.1.1.1
srv-db-787.apexledger.example,A,10.1.244.93,3600,1.1.1.1
vault-sec-531.apexledger.example,A,10.4.157.153,86400,10.0.0.1
stream-ws-957.apexledger.example,A,10.2.144.128,3600,1.1.1.1
service-639.apexledger.example,A,10.3.0.239,3600,1.1.1.1
metrics-agent-846.apexledger.example,A,10.0.222.159,600,1.0.0.1
service-550.apexledger.example,A,10.14.225.27,86400,1.0.0.1
portal-web-062.apexledger.example,A,10.5.21.182,1800,1.0.0.1
portal-web-940.apexledger.example,A,10.13.215.69,3600,10.0.0.1
worker-job-125.apexledger.example,A,10.11.126.35,7200,10.0.0.1
srv-node-229.apexledger.example,A,10.9.137.123,300,1.1.1.1
service-497.apexledger.example,A,10.3.181.139,86400,1.0.0.1
api-gw-178.apexledger.example,A,10.14.76.174,300,1.1.1.1
auth-node-998.apexledger.example,A,10.7.68.133,1800,1.0.0.1
worker-job-124.apexledger.example,A,10.14.44.219,3600,10.0.0.1
billing-srv-941.apexledger.example,A,10.2.133.21,7200,1.1.1.1
portal-web-165.apexledger.example,A,10.6.33.205,1800,1.0.0.1
api-gw-539.apexledger.example,A,10.10.132.110,7200,10.0.0.1
api-gw-179.apexledger.example,A,10.4.232.190,300,10.0.0.1
srv-app-126.apexledger.example,A,10.1.52.168,3600,1.0.0.1
portal-web-874.apexledger.example,A,10.1.191.99,600,10.0.0.1
service-142.apexledger.example,A,10.11.203.19,1800,1.1.1.1
worker-job-447.apexledger.example,A,10.1.228.108,86400,1.0.0.1
srv-node-147.apexledger.example,A,10.8.235.254,600,10.0.0.1
service-297.apexledger.example,A,10.13.75.105,86400,1.1.1.1
api-gw-725.apexledger.example,A,10.6.27.239,3600,1.0.0.1
api-gw-860.apexledger.example,A,10.15.68.98,3600,10.0.0.1
auth-node-187.apexledger.example,A,10.14.248.55,7200,1.0.0.1
cache-redis-464.apexledger.example,A,10.15.47.26,7200,1.0.0.1
billing-srv-085.apexledger.example,A,10.15.64.125,86400,1.0.0.1
internal-svc-253.apexledger.example,A,10.8.244.99,600,1.1.1.1
metrics-agent-872.apexledger.example,A,10.14.64.170,1800,1.0.0.1
worker-job-777.apexledger.example,A,10.12.128.120,7200,10.0.0.1
auth-node-920.apexledger.example,A,10.12.216.228,600,10.0.0.1
srv-app-744.apexledger.example,A,10.8.84.184,3600,1.0.0.1
billing-srv-309.apexledger.example,A,10.7.165.83,3600,1.1.1.1
srv-db-986.apexledger.example,A,10.6.19.62,300,10.0.0.1
srv-db-036.apexledger.example,A,10.11.116.218,7200,10.0.0.1
srv-app-083.apexledger.example,A,10.9.140.34,1800,1.1.1.1
worker-job-952.apexledger.example,A,10.15.86.6,86400,10.0.0.1
metrics-agent-485.apexledger.example,A,10.10.14.225,600,1.1.1.1
srv-app-493.apexledger.example,A,10.7.64.210,1800,1.0.0.1
srv-app-441.apexledger.example,A,10.11.1.137,300,10.0.0.1
cache-redis-681.apexledger.example,A,10.2.173.21,600,10.0.0.1
vault-sec-099.apexledger.example,A,10.7.116.73,7200,1.0.0.1
vault-sec-398.apexledger.example,A,10.15.113.81,300,10.0.0.1
billing-srv-440.apexledger.example,A,10.0.31.242,86400,10.0.0.1
api-gw-752.apexledger.example,A,10.7.200.146,300,10.0.0.1
auth-node-837.apexledger.example,A,10.3.213.228,3600,10.0.0.1
internal-svc-894.apexledger.example,A,10.7.185.31,1800,10.0.0.1
portal-web-811.apexledger.example,A,10.11.211.137,7200,10.0.0.1
api-gw-983.apexledger.example,A,10.5.220.119,600,1.1.1.1
internal-svc-074.apexledger.example,A,10.4.246.246,300,1.0.0.1
auth-node-315.apexledger.example,A,10.10.174.67,86400,1.0.0.1
vault-sec-016.apexledger.example,A,10.8.77.88,1800,1.1.1.1
service-677.apexledger.example,A,10.12.55.12,1800,1.0.0.1
srv-node-252.apexledger.example,A,10.14.147.19,86400,1.0.0.1
srv-app-671.apexledger.example,A,10.15.224.95,3600,1.1.1.1
srv-db-975.apexledger.example,A,10.11.134.18,600,10.0.0.1
stream-ws-203.apexledger.example,A,10.2.146.91,3600,1.1.1.1
worker-job-261.apexledger.example,A,10.12.132.189,86400,1.0.0.1
cache-redis-073.apexledger.example,A,10.13.112.100,7200,1.0.0.1
stream-ws-025.apexledger.example,A,10.5.108.118,86400,10.0.0.1
kafka-broker-166.apexledger.example,A,10.5.253.190,1800,10.0.0.1
srv-app-370.apexledger.example,A,10.13.22.86,7200,10.0.0.1
srv-db-405.apexledger.example,A,10.0.159.151,3600,1.0.0.1
srv-node-265.apexledger.example,A,10.10.50.2,600,1.1.1.1
srv-app-331.apexledger.example,A,10.6.7.49,3600,1.0.0.1
billing-srv-159.apexledger.example,A,10.9.120.232,1800,1.1.1.1
stream-ws-461.apexledger.example,A,10.9.254.192,7200,1.0.0.1
billing-srv-414.apexledger.example,A,10.13.224.24,7200,1.1.1.1
auth-node-405.apexledger.example,A,10.8.242.221,600,1.1.1.1
kafka-broker-793.apexledger.example,A,10.0.59.81,1800,1.1.1.1
srv-node-345.apexledger.example,A,10.11.224.184,86400,1.0.0.1
api-gw-633.apexledger.example,A,10.7.162.23,3600,1.0.0.1
auth-node-672.apexledger.example,A,10.0.167.221,7200,1.0.0.1
kafka-broker-946.apexledger.example,A,10.0.122.225,86400,1.1.1.1
portal-web-925.apexledger.example,A,10.8.7.188,3600,10.0.0.1
vault-sec-423.apexledger.example,A,10.9.95.75,86400,10.0.0.1
service-182.apexledger.example,A,10.14.21.123,3600,10.0.0.1
billing-srv-773.apexledger.example,A,10.4.197.147,7200,1.0.0.1
api-gw-319.apexledger.example,A,10.4.199.220,3600,1.1.1.1
billing-srv-402.apexledger.example,A,10.2.87.13,7200,1.0.0.1
portal-web-359.apexledger.example,A,10.7.180.253,600,10.0.0.1
api-gw-023.apexledger.example,A,10.6.128.119,300,1.0.0.1
kafka-broker-566.apexledger.example,A,10.2.200.58,86400,1.1.1.1
stream-ws-183.apexledger.example,A,10.4.106.74,1800,1.0.0.1
portal-web-607.apexledger.example,A,10.14.200.82,1800,1.0.0.1
cache-redis-877.apexledger.example,A,10.13.100.113,1800,1.0.0.1
cache-redis-434.apexledger.example,A,10.3.21.135,3600,10.0.0.1
service-512.apexledger.example,A,10.4.74.207,7200,10.0.0.1
stream-ws-769.apexledger.example,A,10.2.169.57,7200,1.1.1.1
service-100.apexledger.example,A,10.9.6.96,3600,1.0.0.1
vault-sec-934.apexledger.example,A,10.12.228.153,86400,1.0.0.1
metrics-agent-314.apexledger.example,A,10.6.163.4,86400,10.0.0.1
srv-app-956.apexledger.example,A,10.7.187.69,3600,10.0.0.1
service-062.apexledger.example,A,10.4.241.164,1800,1.0.0.1
auth-node-718.apexledger.example,A,10.10.121.188,300,1.0.0.1
billing-srv-375.apexledger.example,A,10.9.238.244,86400,1.1.1.1
srv-db-951.apexledger.example,A,10.12.221.176,86400,10.0.0.1
vault-sec-698.apexledger.example,A,10.7.68.253,300,1.1.1.1
metrics-agent-497.apexledger.example,A,10.15.234.209,7200,1.1.1.1
auth-node-558.apexledger.example,A,10.7.154.181,300,1.1.1.1
srv-node-113.apexledger.example,A,10.4.194.57,86400,10.0.0.1
kafka-broker-718.apexledger.example,A,10.15.33.15,86400,1.0.0.1
internal-svc-712.apexledger.example,A,10.7.236.101,1800,10.0.0.1
srv-db-305.apexledger.example,A,10.2.57.126,600,1.0.0.1
billing-srv-824.apexledger.example,A,10.11.201.6,86400,10.0.0.1
auth-node-028.apexledger.example,A,10.0.58.165,300,1.0.0.1
metrics-agent-159.apexledger.example,A,10.4.67.72,600,10.0.0.1
db-shard-667.apexledger.example,A,10.11.83.17,300,1.1.1.1
internal-svc-590.apexledger.example,A,10.9.83.51,3600,1.1.1.1
srv-db-420.apexledger.example,A,10.7.248.141,300,1.0.0.1
billing-srv-457.apexledger.example,A,10.15.91.186,7200,10.0.0.1
db-shard-272.apexledger.example,A,10.9.42.9,1800,10.0.0.1
kafka-broker-758.apexledger.example,A,10.14.184.187,86400,10.0.0.1
billing-srv-661.apexledger.example,A,10.13.110.69,1800,10.0.0.1
portal-web-496.apexledger.example,A,10.15.75.47,3600,1.1.1.1
metrics-agent-098.apexledger.example,A,10.8.50.162,1800,1.0.0.1
internal-svc-479.apexledger.example,A,10.8.100.65,7200,1.1.1.1
internal-svc-497.apexledger.example,A,10.14.68.225,3600,1.0.0.1
srv-app-130.apexledger.example,A,10.13.61.126,86400,1.0.0.1
portal-web-723.apexledger.example,A,10.10.48.214,600,10.0.0.1
stream-ws-104.apexledger.example,A,10.4.113.236,600,1.1.1.1
cache-redis-642.apexledger.example,A,10.4.163.58,3600,1.0.0.1
metrics-agent-951.apexledger.example,A,10.0.47.105,1800,10.0.0.1
auth-node-799.apexledger.example,A,10.14.197.49,3600,1.1.1.1
cache-redis-724.apexledger.example,A,10.2.58.88,1800,1.0.0.1
srv-db-227.apexledger.example,A,10.8.221.168,1800,1.1.1.1
vault-sec-215.apexledger.example,A,10.6.135.241,600,1.0.0.1
worker-job-891.apexledger.example,A,10.11.237.19,7200,10.0.0.1
srv-app-813.apexledger.example,A,10.7.186.188,600,1.0.0.1
portal-web-036.apexledger.example,A,10.13.29.5,1800,1.1.1.1
srv-app-480.apexledger.example,A,10.13.150.25,3600,1.0.0.1
srv-db-272.apexledger.example,A,10.4.253.235,600,10.0.0.1
srv-app-237.apexledger.example,A,10.14.41.240,600,1.0.0.1
kafka-broker-049.apexledger.example,A,10.13.31.15,3600,1.1.1.1
db-shard-646.apexledger.example,A,10.14.226.225,86400,1.1.1.1
worker-job-005.apexledger.example,A,10.9.145.115,3600,10.0.0.1
service-609.apexledger.example,A,10.13.25.89,300,1.1.1.1
portal-web-586.apexledger.example,A,10.8.102.58,300,1.0.0.1
srv-app-182.apexledger.example,A,10.6.24.188,600,10.0.0.1
cache-redis-029.apexledger.example,A,10.3.220.85,1800,1.0.0.1
internal-svc-402.apexledger.example,A,10.8.192.81,3600,10.0.0.1
metrics-agent-768.apexledger.example,A,10.0.148.26,3600,1.1.1.1
srv-app-911.apexledger.example,A,10.4.198.247,600,1.1.1.1
srv-db-138.apexledger.example,A,10.10.252.168,7200,1.1.1.1
srv-node-658.apexledger.example,A,10.4.112.224,300,10.0.0.1
vault-sec-610.apexledger.example,A,10.7.242.204,86400,1.0.0.1
srv-db-678.apexledger.example,A,10.3.138.182,3600,1.1.1.1
api-gw-064.apexledger.example,A,10.2.142.6,86400,10.0.0.1
stream-ws-754.apexledger.example,A,10.15.3.214,1800,1.0.0.1
db-shard-440.apexledger.example,A,10.13.103.1,300,1.0.0.1
metrics-agent-502.apexledger.example,A,10.0.194.193,3600,1.0.0.1
auth-node-018.apexledger.example,A,10.9.243.96,300,1.1.1.1
auth-node-957.apexledger.example,A,10.7.212.95,7200,10.0.0.1
api-gw-302.apexledger.example,A,10.9.58.26,86400,1.1.1.1
cache-redis-336.apexledger.example,A,10.15.178.86,86400,10.0.0.1
auth-node-352.apexledger.example,A,10.4.17.46,3600,1.1.1.1
vault-sec-469.apexledger.example,A,10.3.173.46,86400,1.0.0.1
db-shard-681.apexledger.example,A,10.12.17.249,600,1.0.0.1
metrics-agent-570.apexledger.example,A,10.0.62.227,3600,1.0.0.1
vault-sec-291.apexledger.example,A,10.4.234.245,7200,10.0.0.1
db-shard-617.apexledger.example,A,10.3.226.175,300,10.0.0.1
kafka-broker-861.apexledger.example,A,10.2.112.52,7200,1.1.1.1
metrics-agent-777.apexledger.example,A,10.14.205.104,300,1.0.0.1
stream-ws-741.apexledger.example,A,10.2.216.164,7200,10.0.0.1
vault-sec-164.apexledger.example,A,10.13.216.15,600,1.1.1.1
worker-job-056.apexledger.example,A,10.7.87.250,300,1.0.0.1
kafka-broker-544.apexledger.example,A,10.10.232.70,1800,10.0.0.1
api-gw-910.apexledger.example,A,10.11.82.39,7200,10.0.0.1
worker-job-228.apexledger.example,A,10.15.232.133,3600,10.0.0.1
cache-redis-211.apexledger.example,A,10.8.88.126,3600,1.1.1.1
vault-sec-751.apexledger.example,A,10.2.70.24,7200,10.0.0.1
billing-srv-884.apexledger.example,A,10.0.81.17,3600,1.1.1.1
metrics-agent-584.apexledger.example,A,10.7.29.16,3600,1.0.0.1
service-769.apexledger.example,A,10.2.231.113,3600,10.0.0.1
db-shard-291.apexledger.example,A,10.11.5.148,600,1.0.0.1
worker-job-721.apexledger.example,A,10.13.131.86,600,1.1.1.1
srv-db-219.apexledger.example,A,10.14.229.236,3600,1.1.1.1
stream-ws-143.apexledger.example,A,10.12.127.42,7200,1.0.0.1
api-gw-958.apexledger.example,A,10.3.139.124,3600,1.0.0.1
srv-node-173.apexledger.example,A,10.4.249.66,7200,1.0.0.1
srv-db-741.apexledger.example,A,10.15.247.3,7200,1.1.1.1
srv-db-190.apexledger.example,A,10.2.140.109,86400,1.1.1.1
auth-node-947.apexledger.example,A,10.7.36.131,3600,1.1.1.1
cache-redis-649.apexledger.example,A,10.8.183.194,86400,10.0.0.1
api-gw-748.apexledger.example,A,10.7.34.80,1800,10.0.0.1
srv-app-317.apexledger.example,A,10.10.7.6,7200,1.1.1.1
cache-redis-706.apexledger.example,A,10.3.114.8,86400,1.0.0.1
db-shard-252.apexledger.example,A,10.15.130.112,3600,10.0.0.1
internal-svc-767.apexledger.example,A,10.8.96.42,300,1.0.0.1
srv-db-249.apexledger.example,A,10.14.1.107,7200,10.0.0.1
srv-db-335.apexledger.example,A,10.6.239.136,300,1.0.0.1
service-010.apexledger.example,A,10.1.42.74,7200,1.1.1.1
srv-node-697.apexledger.example,A,10.0.87.170,86400,1.0.0.1
internal-svc-622.apexledger.example,A,10.12.121.241,300,1.1.1.1
vault-sec-491.apexledger.example,A,10.0.150.31,600,1.0.0.1
internal-svc-383.apexledger.example,A,10.14.133.138,1800,10.0.0.1
api-gw-749.apexledger.example,A,10.6.219.128,3600,1.0.0.1
vault-sec-166.apexledger.example,A,10.8.25.130,1800,1.0.0.1
db-shard-649.apexledger.example,A,10.15.8.40,300,1.0.0.1
db-shard-966.apexledger.example,A,10.5.238.182,300,10.0.0.1
service-234.apexledger.example,A,10.3.72.202,600,10.0.0.1
srv-db-940.apexledger.example,A,10.1.207.29,1800,1.0.0.1
srv-db-252.apexledger.example,A,10.12.120.240,300,1.1.1.1
srv-app-285.apexledger.example,A,10.13.120.228,86400,10.0.0.1
billing-srv-020.apexledger.example,A,10.12.51.68,3600,1.0.0.1
portal-web-140.apexledger.example,A,10.12.14.81,86400,1.0.0.1
srv-app-744.apexledger.example,A,10.14.220.143,7200,1.1.1.1
internal-svc-626.apexledger.example,A,10.13.225.146,86400,10.0.0.1
stream-ws-657.apexledger.example,A,10.1.236.34,1800,1.0.0.1
srv-app-977.apexledger.example,A,10.11.69.128,3600,10.0.0.1
billing-srv-904.apexledger.example,A,10.0.43.91,600,1.0.0.1
service-459.apexledger.example,A,10.13.231.147,300,10.0.0.1
portal-web-258.apexledger.example,A,10.5.59.43,3600,1.1.1.1
srv-db-853.apexledger.example,A,10.6.100.155,7200,1.0.0.1
srv-node-756.apexledger.example,A,10.9.42.158,7200,10.0.0.1
portal-web-577.apexledger.example,A,10.10.58.79,1800,1.1.1.1
db-shard-795.apexledger.example,A,10.15.10.33,7200,1.0.0.1
vault-sec-075.apexledger.example,A,10.2.45.196,1800,1.1.1.1
stream-ws-606.apexledger.example,A,10.7.123.22,86400,1.0.0.1
db-shard-806.apexledger.example,A,10.11.40.202,86400,1.1.1.1
auth-node-418.apexledger.example,A,10.6.49.237,600,1.0.0.1
db-shard-318.apexledger.example,A,10.0.122.40,3600,1.0.0.1
kafka-broker-013.apexledger.example,A,10.9.48.253,7200,1.0.0.1
metrics-agent-490.apexledger.example,A,10.15.252.78,3600,1.1.1.1
srv-app-978.apexledger.example,A,10.8.73.178,86400,10.0.0.1
vault-sec-354.apexledger.example,A,10.1.88.152,600,10.0.0.1
auth-node-137.apexledger.example,A,10.15.56.192,600,1.0.0.1
stream-ws-856.apexledger.example,A,10.4.175.75,1800,10.0.0.1
auth-node-271.apexledger.example,A,10.10.1.243,600,10.0.0.1
vault-sec-754.apexledger.example,A,10.5.24.169,600,10.0.0.1
